Are E-Cigarettes safe?,Many of the observed negative effects from e-cigarette use concerning the nervous system and the sensory system are probably related to nicotine overdose or withdrawal.,AGAINST
Are E-Cigarettes safe?,"Using electronic cigarettes has the same short-term effects on the lungs as smoking conventional tobacco cigarettes, a study finds.",AGAINST
Are E-Cigarettes safe?,The long-term health impacts of e-cigarette use are unknown.,NONE
Are E-Cigarettes safe?,A 2015 review found that later-generation e-cigarettes set at higher power may generate equal or higher levels of formaldehye  compared to smoking.,AGAINST
Are E-Cigarettes safe?,But the evidence currently available suggests very low levels of toxins in e-cigarette users.,FAVOR
Are E-Cigarettes safe?,The chemicals and toxic substances included in e-cigarettes have not been completely disclosed and their safety is not guaranteed.,AGAINST
Are E-Cigarettes safe?,I can understand provisionally concluding that e-cigarettes are safer than cigarettes (they likely are),FAVOR
Are E-Cigarettes safe?,"If unreasoning fear carries the day, those regulations will restrict information about and access to a potentially lifesaving product, thereby increasing smoking-related illness and death in the name of public health and consumer protection.",NONE
Are E-Cigarettes safe?,Further research is needed to determine the health effects of highly reactive free radicals from e-cigarettes.,NONE
Are E-Cigarettes safe?,But others see e-cigarettes as a useful tool for those either quitting smoking or trying to find an alternative to traditional cigarettes.,FAVOR
Are E-Cigarettes safe?,A 2015 Public Health England report stated that e-cigarettes are estimated to be 95% less harmful than smoking.,FAVOR
Are E-Cigarettes safe?,The report stated that the vapors ?pose a serious health threat to adolescents and fetuses and increase exposure of nonsmokers and bystanders to nicotine and a number of toxicants.?,AGAINST
Are E-Cigarettes safe?,"This is a possibility, and there is not yet enough long-term research on e-cigarettes to know for sure.",AGAINST
Are E-Cigarettes safe?,"Inhaled, the chemical diacetyl causes inflammation, scarring, and constriction of the bronchioles reducing airflow.",AGAINST
Are E-Cigarettes safe?,"According to the Centers for Disease Control and Prevention, more than 20 percent of young adults have tried e-cigarettes, and current smokers and recent former smokers are most likely to have used them.",NONE
Are E-Cigarettes safe?,Exposure to nicotine is widely known to increase blood pressure and heart rate.,NONE
Are E-Cigarettes safe?,Health experts have long known that formaldehyde and other toxic chemicals are present in cigarette smoke.,NONE
Are E-Cigarettes safe?,The toxic effects identified with e-cigarette refill liquids on stem cells may be interpreted as embryonic death or birth defects.,AGAINST
Are E-Cigarettes safe?,"Whilst electronic cigarettes are a relatively new development compared to conventional tobacco products, there is an increasing view, amongst many in the area of Public Health, that the risks associated with their use, are significantly less than those associated with smoking traditional combustible tobacco products.",FAVOR
Are E-Cigarettes safe?,"In the United States, a child died after ingesting liquid nicotine in 2014, and another in Israel in 2013.",AGAINST
Are E-Cigarettes safe?,"According to a study, ?Among U.S. quitline callers, e-cigarette users were less likely to have quit at seven months than nonusers.?",NONE
Are E-Cigarettes safe?,Metal parts of e-cigarettes in contact with the e-liquid can contaminate it with metals.,AGAINST
Are E-Cigarettes safe?,"Electronic cigarettes, or e-cigarettes, are devices for delivering nicotine vapour instead of tobacco smoke.",NONE
Are E-Cigarettes safe?,"According to the New England Journal of Medicine, studies showed e-cig users are five-to-15 times more likely to get formaldehyde-related cancer, compared to regular cigarette smokers.",AGAINST
Are E-Cigarettes safe?,"No one can say whether inhaling vapor containing nicotine, flavoring and propylene glycol, which the FDA has approved as an ingredient in food and medicine, is safer than inhaling smoke?",NONE
Are E-Cigarettes safe?,"In 2014, The World Lung Foundation stated that ""Researchers find that many e-cigarettes contain toxins, contaminants and carcinogens that conflict with the industry?s portrayal of its products as purer, healthier alternatives.""",AGAINST
Are E-Cigarettes safe?,"Public health officials counter that it's too early to know very much about the health effects of e-cigarettes, especially on young people.",NONE
Are E-Cigarettes safe?,"E-cigarettes are an emerging public health concern as they gain popularity among current and former smokers as well as those who have never smoked, including teenagers.",NONE
Are E-Cigarettes safe?,"Major adverse effects of e-cigarettes reported to the FDA included hospitalizations for pneumonia, congestive heart failure, seizure, rapid heart rate, and burns.",AGAINST
Are E-Cigarettes safe?,"While there is variability in the ingredients and concentrations of ingredients in e-cigarette liquids, tobacco smoke contains thousands of chemicals, most of which are not understood and many of which are known to be harmful.",AGAINST
Are E-Cigarettes safe?,Electronic cigarettes are harmless and enjoyable.,FAVOR
Are E-Cigarettes safe?,"As of 2015, the short and long term effects from using e-cigarettes remain unclear.",NONE
Are E-Cigarettes safe?,"Researchers found that 75% of tested e-cigarette samples contained diacetyl, which when inhaled has been linked to the respiratory disease bronchiolitis obliterans.",AGAINST
Are E-Cigarettes safe?,"Since e-cigarettes are intended to be used repeatedly, they can conveniently be used for an extended period of time, which may contribute to increased adverse effects.",AGAINST
Are E-Cigarettes safe?,The authors of a letter in this week?s NEJM project that the associated incremental lifetime risk of cancer could be higher than that from long-term smoking.,AGAINST
Are E-Cigarettes safe?,"Since they landed on the market in 2004, e-cigarettes  have been dogged by controversy.",NONE
Are E-Cigarettes safe?,"Because some research has suggested that the levels of most toxicants in vapor are lower than the levels in smoke, e-cigarettes have been deemed to be safer than regular cigarettes.",FAVOR
Are E-Cigarettes safe?,"Again, however, there are no long term epidemiological or observational data in actual humans using e-cigarettes.",FAVOR
Are E-Cigarettes safe?, E-cigarettes also contain 'cancer-causing chemicals such as formaldehyde.,AGAINST
Are E-Cigarettes safe?,"Non-daily use of e-cigarettes while smoking does not appear to be associated with cessation attempts, cessation or reduced smoking.",NONE
Are E-Cigarettes safe?,"When used at low voltage, e-cigarettes did not create any formaldehyde-releasing agents, the researchers found.",NONE
Are E-Cigarettes safe?,The safety of electronic cigarettes is uncertain.,AGAINST
Are E-Cigarettes safe?,"Unlike traditional cigarettes, the devices are not regulated by US authorities, leading to concern among some experts that they may be harmful to health.",AGAINST
Are E-Cigarettes safe?,"The findings showed that the formaldehyde-releasing agents were not present at low voltages, but high-voltage use released a dangerous amount of these agents.",AGAINST
Are E-Cigarettes safe?,"Now a new study suggests that e-cigarettes may pose significant harm to vapers, having found that more than 75 percent of the e-cigarette varieties tested contained diacetyl ? a flavouring chemical that's previously been linked to the severe respiratory disease, bronchiolitis obliterans.",AGAINST
Are E-Cigarettes safe?,Concerns exist that e-cigarette user exposure to toxic levels of nicotine may be harmful.,AGAINST
Are E-Cigarettes safe?,But now a new study suggests that the ?healthier? electronic cigarette alternative may not be as harmless for you after all.,AGAINST
Are E-Cigarettes safe?,"In 45 of 50 states, e-cigarette use is not strictly outlawed at smoke-free venues, but in many areas there is a movement to change that.",NONE
Are E-Cigarettes safe?,"A 2014 review found higher levels of carcinogens and toxins than in an FDA-approved nicotine inhaler, suggesting that FDA-approved devices may deliver nicotine more safely.",FAVOR
Are E-Cigarettes safe?,"About 67 percent of the 128 physicians surveyed indicated e-cigarettes are a helpful aid for smoking cessation, 65 percent believe e-cigs represent a lower risk of cancer than traditional cigarettes, and 35 percent recommended them to their patients.",FAVOR
Are E-Cigarettes safe?,"It?s not enough that regular cigarettes pose various health risks, but it looks like e-cigarettes may also raise some significant health concerns, according to a new study.",AGAINST
Are E-Cigarettes safe?,"Since their introduction to the U.S. market in 2007, e-cigarettes have prompted debate as to their risk in general and relative to cigarettes.",AGAINST
Are E-Cigarettes safe?,Cigarette smoke contains 1014 free radicals per puff.,NONE
Are E-Cigarettes safe?,"The number of teens and tweens using e-cigarettes has grown dramatically, with some now calling it the ?gateway? drug of choice that leads to more addictive behaviors.",AGAINST
Are E-Cigarettes safe?,"research suggests that vaping may not be as safe as smokers think, ",AGAINST
Are E-Cigarettes safe?,"And many health experts believe that because so little research has been done on e-cigarettes, they may pose unknown risks.",AGAINST
Are E-Cigarettes safe?,"E-cigs also make it a lot easier for current smokers to stop smoking, as it provides a similar experience to smoking.",FAVOR
Are E-Cigarettes safe?,Better product design and standards could probably be reduce the risks.,NONE
Are E-Cigarettes safe?,"Researchers found that e-cigarettes produce high levels of highly reactive harmful free radicals that fall in the range of 1,000- to 100-times less than levels in regular cigarettes.",AGAINST
Are E-Cigarettes safe?,"A recent review concluded that the vapors are likely safe, but did so based on primarily on a review of chemical analyses of e-cigarette vapor.",FAVOR
Are E-Cigarettes safe?,"A previous study suggests?when an e-cigarette voltage is increased from 3.2V to 4.8V it produces almost as much formaldehyde as a regular cigarette, and formaldehyde is a carcinogenic substance.",AGAINST
Are E-Cigarettes safe?,"E-cigarettes contain less nicotine than cigarettes, but actual nicotine intake by e-cigarette users can approximate that of cigarette smokers.",AGAINST
Are E-Cigarettes safe?,"Previous analyses of e-cigarette vapor have identified chemicals that could be toxic or carcinogenic, including particulates, formaldehyde, and volatile organic compounds, but at lower levels than cigarette smoke.",FAVOR
Are E-Cigarettes safe?,"Leaked nicotine is a poisoning hazard for the user of electronic cigarettes, as well as others around them, particularly children.",AGAINST
Are E-Cigarettes safe?,E-cigarettes are electronic devices that are thought to be less harmful to smokers than regular cigarettes.,FAVOR
Are E-Cigarettes safe?,Study of mice finds that e-cigarettes generate free radical toxins and may harm the lungs and immune system ,AGAINST
Are E-Cigarettes safe?,"Electronic or e-cigarettes, increasingly popular in recent years, are plastic or metal tubes slightly larger than traditional cigarettes.",NONE
Are E-Cigarettes safe?,"A 2013 review found, from limited data that safety risk of e-cigarettes is similar to that of smokeless tobacco.",AGAINST
Are E-Cigarettes safe?,"Particularly lacking are long-term studies of e-cigarette use, obviously because they?ve only been on the market for less than a decade and only skyrocketed in popularity beginning around five years ago.",NONE
Are E-Cigarettes safe?,"However, a team of American researchers reported later that e-cigarettes cannot help stop smoking, on the other hand, can turn youngsters into?dual smokers, making them smoke more nicotine.",NONE
Are E-Cigarettes safe?,"a study released the Centers for Disease Control and Prevention (CDC) found that about 21% of adults who smoke traditional cigarettes had used e-cigarettes in 2011, compared with about 10 percent in 2010.",NONE
Are E-Cigarettes safe?,"As our study shows, e-cigarettes contain flavoring chemicals that can cause lung damage",AGAINST
Are E-Cigarettes safe?,The adverse effects of e-cigarettes on people with cancer is unknown.,NONE
Are E-Cigarettes safe?,"While some argue that vapor offers health advantages over traditional cigarette smoke, regulatory agencies and some health experts aren't so sure that's true.",AGAINST
Are E-Cigarettes safe?,"The UK Action on Smoking and Health found that in 2015, compared to the year before, ""there has been a growing false belief that electronic cigarettes could be as harmful as smoking"".",AGAINST
Are E-Cigarettes safe?,"There are safety issues with the nicotine exposure from e-cigarettes, which may cause addiction and other adverse effects.",AGAINST
Are E-Cigarettes safe?,Sales of electronic cigarettes have risen dramatically in recent years.,NONE
Are E-Cigarettes safe?,"The 2015 Public Health England report looking at the research concluded that by applying maximum power and increasing the time the device is used on a puffing machine, e-liquids can thermally degrade and produce high levels of formaldehyde, a carcinogenic substance.",AGAINST
Are E-Cigarettes safe?,"Daily use of e-cigarettes while smoking appears to be associated with subsequent increases in rates of attempting to stop smoking and reducing smoking, but not with smoking cessation.",NONE
Are E-Cigarettes safe?,There is a small risk of battery explosion in e-cigarette devices modified to increase battery power.,AGAINST
Are E-Cigarettes safe?,The Food and Drug Administration is expected to propose regulations for e-cigarettes by the end of this month.,NONE
Are E-Cigarettes safe?,"That difference is crucial for smokers contemplating a switch to vaping, because it means they can avoid the myriad toxins and carcinogens generated by tobacco combustion, thereby dramatically reducing the health hazards they face.",FAVOR
Are E-Cigarettes safe?,"Study shows, e-cigarettes won't help you quit smoking.",NONE
Are E-Cigarettes safe?,"A group of experts attending the E-Cigarette Summit at the Royal Society in London, last month claimed that switching from traditional to electronic cigarettes could?help reduce smoking-related deaths?across the world.",FAVOR
Are E-Cigarettes safe?,"The e-cigarette device itself could contribute to the toxicity from the tiny amounts of silicate and heavy metals found in the liquid and vapor, because they have a metal parts that come in contact with the e-liquid.",AGAINST
Are E-Cigarettes safe?," While the health consequences of long-term e-cigarette use are still unknown, evidence to date suggests there are few if any health consequences.",FAVOR
Are E-Cigarettes safe?,"A Harvard study claiming most e-cigarette brands expose users to harmful chemicals omits critical information and exaggerates the risks of flavored e-cigarettes, according to tobacco control experts.",FAVOR
Are E-Cigarettes safe?,"Earlier this year, the research showed that e-cigarette users were anywhere between five and 15 times more likely to contract formaldehyde-related cancer than regular cigarette smokers.",AGAINST
Are E-Cigarettes safe?,Many are similar enough in appearance to be mistaken for regular tobacco cigarettes.,NONE
Are E-Cigarettes safe?,A 2014 review stated that there are concerns about pregnant women exposure to e-cigarette vapor through direct use or via exhaled vapor.,AGAINST
Are E-Cigarettes safe?,"In October 2012, the World Medical Association stated, ""Manufacturers and marketers of e-cigarettes often claim that use of their products is a safe alternative to smoking, particularly since they do not produce carcinogenic smoke.""",FAVOR
Are E-Cigarettes safe?,"The study says that while diacetyl is safe when ingested as a component of foods and spirits, it can be hazardous when inhaled over an extended period, according to the United States National Institute of Occupational Safety and Health.",AGAINST
Are E-Cigarettes safe?,"Prenatal exposure has been associated with obesity, diabetes, high cholesterol and high blood pressure in minors.",AGAINST
Are E-Cigarettes safe?,"Diacetyl, a flavoring chemical linked to cases of severe respiratory disease, was found in more than 75 percent of flavored electronic cigarettes and refill liquids tested by researchers at Harvard.",AGAINST
Are E-Cigarettes safe?,What studies the FDA has done have focused on limited lab studies of certain sample products on which they found significant quality control issues in the way these items are manufactured.,AGAINST
Are E-Cigarettes safe?,"As of 2015, the long-term issues of e-cigarettes on both mother and unborn baby are unknown.",AGAINST
Are E-Cigarettes safe?,E-cigs are battery-powered devices that heat a liquid nicotine solution in a disposable cartridge and create a vapor that is inhaled.,NONE
Are E-Cigarettes safe?,There is no long-term research concerning the cancer risk related to the small level of exposure to the identified carcinogens that may be in e-cigarette vapor.,NONE
Are E-Cigarettes safe?, choking on e-cigarette components is also a potential hazard.,AGAINST
Are E-Cigarettes safe?,"Some batteries are not well designed, are made with poor quality components, or have defects.",NONE
Are E-Cigarettes safe?,"There are currently more than 7,000 varieties of flavored e-cigarettes and e-juice (nicotine-containing liquid that is used in refillable devices) on the market.",NONE
Are E-Cigarettes safe?,"Inhaling vapors of diacetyl, a chemical that?s used to flavor e-cigarette products such as Cotton Candy and many others, may lead to a respiratory disease called bronchiolitis obliterans.",AGAINST
Are E-Cigarettes safe?,"In fact, some e-cigarettes contain nicotine levels comparable to those in regular cigarettes.",AGAINST
Are E-Cigarettes safe?,"e-Cigarettes, hookahs and cigars are safe alternatives.",FAVOR
Are E-Cigarettes safe?,Concerns about the carcinogenicity of e-cigarettes arise from both nicotine and from other chemicals that may be in the vapor.,AGAINST
Are E-Cigarettes safe?,"Given that e-cigarettes are being touted as a replacement for smoking and thus presumably for long term use rather than short term use as a tool to quit smoking, this is a rather glaring problem.",AGAINST
Are E-Cigarettes safe?,The FDA does not currently regulate e-cigarettes.,NONE
Are E-Cigarettes safe?,"There is no serious scientific dispute on this point, although people who should know better often pretend otherwise.",NONE
Are E-Cigarettes safe?,"E-cigarette alarmists like to cite CDC survey data indicating that ?e-cigarette use among students doubled in the last year,? as 40 state attorneys general noted last month in a letter to the FDA.",NONE
Are E-Cigarettes safe?,Researchers tested 51 e-cigarette flavorings and found chemicals linked to lung disease in 47 of them.,AGAINST
Are E-Cigarettes safe?,"E-cigarettes, which at their simplest consist of a battery, an atomizer and a cartridge, produce a vapor that is inhaled and then exhaled by the user.",NONE
Are E-Cigarettes safe?,Greek researchers found last year in a different study that diacetyl is found in 70% of European e-cigarette brands.,AGAINST
Are E-Cigarettes safe?,"E-cigarettes are not currently regulated, although the U.S. Food and Drug Administration (FDA) has issued a proposed rule to include e-cigarettes under its authority to regulate certain tobacco and nicotine-containing products.",NONE
