COVID,"@WalshFreedom @DevinNunes He is either clueless or lying. Hydroxychloroquine is not a ""new"" malaria drug. It's been… https://t.co/ECZzRxWQ1N",2
COVID,"@IngrahamAngle But who is Dr. Fauci and why are we paying his agency 40Billion when he declined to test
Hydroxychlo… https://t.co/gWABfP3GVt",2
COVID,That means he has inside info that chloroquine is working! https://t.co/B02k5x0buw,2
COVID,"The FDA approved anti-Malaria medication (Hydroxychloroquine/Azithromycin) to treat #CoronaVirus patients, if your… https://t.co/CgldnlGbkY",2
COVID,"@GovWhitmer Joe Concha on Twitter: ""Gov. Whitmer reverses course on coronavirus drugs, is now asking feds for hydro… https://t.co/78noRhIiW2",2
COVID,@CDCgov @CDCemergency @CDCDirector @CDC_eHealth @CDCGlobal Start low doses of #Hydroxychloroquine as prophylactic f… https://t.co/BwX1L6weDx,2
COVID,"@germanfajardo @WHO @ScienceMagazine To all, #Hydroxychloroquine (HCQ) users for #COVID19 , please share this with… https://t.co/ppiZXidEeN",0
COVID,"Hydroxychloroquine MAY give you a heart attack, cause blindness, slow or stop the negative effects of COVID-19, do… https://t.co/VbRizPInI9",1
COVID,@CathyJoeGPT @JoeNBC No .. the POINT is that at risk people are DYING because no one seems to realize that South Ko… https://t.co/TfUsleEFwT,2
COVID,"Some are searching for #Hydroxychloroquine 
Some for #PPE
All others for #Masks #sanitizer etc.

But in #India, we'… https://t.co/7hM8SIz2WW",0
COVID,"😎🤔 #COVID19-patient Trump seems to have started a massive self-experiment with Hydroxychloroquine.

Among the side… https://t.co/v1TxrFu6Dc",1
COVID,@RepGalonski Then wake the fuck up and stop hiding information that can save lives #Hydroxychloroquine   https://t.co/eC1r7GNWYX,2
COVID,"@StormIsUponUs Hydroxychloroquine actually helps though. Viruses don’t exist like we think, rather COvid is a respo… https://t.co/SD6IpRQ7j7",2
COVID,@hermoneyness's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,0
COVID,"Does anyone else believe like I do, Trump has contracted COVID-19, hid it from everybody and took Hydroxy Chloroqui… https://t.co/kW3xzuIkL8",0
COVID,"@thehill So many studies have indicated that Hydroxychloroquine can be effective:
- Chinese Study
- French Studies… https://t.co/OarPtiZS3h",2
COVID,"“The WHO is not going to tell us what to do,” he insisted. “Our doctors can do what they want.”

Senegalese governm… https://t.co/EeIgCbjKG3",2
COVID,@tool_pen @03purplejazzMIM @kevinabosch @scotthensley @Novartis Have you made any effort to understand why doctors… https://t.co/TN4DPrpNcX,2
COVID,@morningmika No Evidence of Rapid Antiviral Clearance or Clinical Benefit with the Combination of… https://t.co/xHl2Dh9MN2,1
COVID,LA Doctor is curing COVID patients with Hydroxychloroquine &amp; Zinc https://t.co/kQU4i88X55,2
COVID,@TomiLahren Yes let’s be proud of a man who says he’s going to take hydroxychloroquine along with his other Prescri… https://t.co/ivYtFNlkHF,0
COVID,If you have recently tested positive for Coronavirus find a doctor who will give you hydrochloroquine and Azithromy… https://t.co/pzpYeHwTuF,2
COVID,@AnthemRespect @butteronastick Approved for medical use 65 years ago Hydroxychloroquine is now FDA approved for eme… https://t.co/H9vroMqLIl,2
COVID,"@RealJamesWoods TY James.  I agree we should be using it.  A serious question, how many of the people who recently… https://t.co/DDWNTJw9MZ",2
COVID,"@HARRISFAULKNER @BretBaier Is it true not 1 COVID-19 PATIENT has died on Hydrox... ?
Questions for COVID-19 NEWS CO… https://t.co/f3EYpu6lnw",2
COVID,"“The @tnmed and TPA released a joint statement that said they are opposed to ‘the inappropriate ordering, prescribi… https://t.co/BCHkWyvqle",1
COVID,"They don't say this on #fake news
Doctors Rate Hydroxychloroquine ‘Most Effective’ Coronavirus Treatment https://t.co/55KPZmYd9o",2
COVID,Hydroxychloroquine-COVID-19 study did not meet publishing society’s “expected standard” – Retraction Watch....why d… https://t.co/OCiWOVkbHR,0
COVID,"Heated disagreement breaks out over #Hydroxychloroquine
There is little reliable evidence that the drugs… https://t.co/Hf1sROAxyA",1
COVID,@rickwtyler Are patients currently taking Hydroxychloroquine less susceptible to catching the Coronavirus?,0
COVID,"Chloroquine is biggest
Cures coronavirus
Cures flu?
Cures Hiv?
Cures Rhino virus?
Any other virus?

We have the cures!",2
COVID,In #Hydroxychloroquine+ # #Azithromycin treated #COVID19 patients- 30% of patients had QTc increase of &gt; 40ms over… https://t.co/pGdaR4fUZN,1
COVID,Novartis trends as Trump accused of pushing unproven use of hydroxychloroquine made by pharmaceutical company https://t.co/E30ZY5EhWd,1
COVID,@Pop3Pam Isn’t it funny their well stocked with hydroxychloroquine  but can’t produce enough PPE for our medical wo… https://t.co/pRHhPJNQm5,1
COVID,"@kylegriffin1 @MSNBC ""No Evidence of Rapid Antiviral Clearance or Clinical Benefit with the Combination of Hydroxyc… https://t.co/b3OfvxX7Wk",1
COVID,@dbongino This is a scientific study performed by the CDC in 2005! They knew then chloroquine was a potent inhibito… https://t.co/D3ik8EH2Tn,2
COVID,@TheView   This doctor said hydroxychloroquine has worked on every patient he prescribed it to. Let people decide f… https://t.co/oq7bNDhHnl,2
COVID,"Is this why CA has way fewer deaths than NY?

LA doctor seeing success with hydroxychloroquine to treat COVID-19… https://t.co/zVxNv4FxpS",2
COVID,"If Dr. Fauci and ""journalist"" naysayers and skeptics were in an ER/ICU with the Wuhanvirus, they'd be the first one… https://t.co/IOj1ugSLdQ",2
COVID,"I think we need a new razor. I propose, in lieu of Hanlon’s razor, Trumps razor; do not attribute to reason for tha… https://t.co/E4JTN3YoZp",1
COVID,"#fakenews #EnemyOfThePeople Trump says US stockpiling hydroxychloroquine, which is not yet an FDA-approved COVID-19… https://t.co/ViCd636iJn",1
COVID,John is a dear friend of mine-he and I trained together for 2007 NYC Marathon-he’s recovering after almost dying fr… https://t.co/DQvT8hER10,2
COVID,@PeterKolchinsky Can you please help to explain why there is conflicting information out right now from medical pra… https://t.co/M4d3R8WRD1,0
COVID,@chuckwoolery Chuck you are right. Everyone please demand CDC to require every hospital that experiences a death du… https://t.co/wh6aPWEQvk,0
COVID,Hey White House!  Do it!  Make these press conferences more effective.  Get rid of some of those losers and bring i… https://t.co/o5cS5NOrmV,0
COVID,Hydroxychloroquine and Covid-19: Description https://t.co/hdIXRsdLBu,0
COVID,"👩🏽‍⚕️Kash Jackson‼ZERO STUDIES DONE WITH Hydroxychloroquine for #COVID19 NO TRIALS ETC.
ZERO Random People, ZERO Co… https://t.co/U7XKuuMA3X",1
COVID,The linked article provides a nuanced discussion of how a serious potential side effect of chloroquine/hydroxychlor… https://t.co/FVRqSMyQWd,0
COVID,"@AmicaAli No such luck, he won't even wear a mask. He's just trying to corner a market. Skeevy, greedy bastard.… https://t.co/5vFbbdckpQ",1
COVID,Science versus MAGA cult member. Darwin wins. #TrumpLiedPeopleDied #Cult45 victim. There will be more. The… https://t.co/gsNW7L9Jze,1
COVID,"Does #RudyGuiliani still have stock in #Novartis who manufactures 
#Hydroxychloroquine #Azithromycin and… https://t.co/xtjei30DE5",0
COVID,Novartis trends as Trump accused of pushing unproven use of hydroxychloroquine made by pharmaceutical company https://t.co/Uy7spXgMcE,1
COVID,Mark McClellan:  Because there's so many urgent unmet needs intense pressure to make them available before we know… https://t.co/TInEvLROFb,0
COVID,"""Mr. Trump’s recommendation of hydroxychloroquine, for the second day in a row at a White House briefing, was a str… https://t.co/LfZEFAi6Ad",0
COVID,"@dbongino Pty. 04/06/20 (1109) Covid19 symptoms relief aproved medication Hydroxychloroquine with Azithromycin. ""Wh… https://t.co/ElQzjxaM5S",2
COVID,@NovartisNews @Novartis @gatesfoundation @Novartis paid 1.2 M to Michael Cohen for “access” to Trump in 2017-18… https://t.co/94hopWWITW,1
COVID,What's the shelf life of hydroxychloroquine? https://t.co/W8f0j2uPgN,0
COVID,Coronavirus - India Likely To Clear Key Drug Hydroxychloroquine Export Amid Global Pressure https://t.co/1YMl3BTBg9… https://t.co/jQ56dxQV6N,0
COVID,".@NYGovCuomo just asked about hydroxychloroquine use in NY. ""Anecdotally, it has been positive,"" he said. But cauti… https://t.co/yLD0adwDoP",1
COVID,"The fraud @NYGovCuomo saying ""we didn't lose a life we couldn't save.""

How many lives were potentially lost becaus… https://t.co/IjD9nnegA4",2
COVID,"COVID-19: We’ve tightened surveillance at entry points over fake Chloroquine, says NAFDAC https://t.co/23LiHhhOWP… https://t.co/QYBLNLdJwY",0
COVID,@Heidimoconnor @RepGalonski Researchers Warn Possible Coronavirus Treatment Hydroxychloroquine May Be Toxic When Co… https://t.co/gEyIoLuv1H,1
COVID,@seanhannity Pty. 04/06/20 (1109) Covid19 symptoms relief aproved medication Hydroxychloroquine with Azithromycin.… https://t.co/4wUirEujmt,2
COVID,@Sherrie37749786 @YangForPOTUS @marwilliamson @AndrewYang A president suggested we should try hydroxychloroquine fo… https://t.co/WFhk5RDCSU,0
COVID,ABC interviews LA Doc who claims every very ill COVID patient he’s prescribed hydroxychloroquine with zinc ‘symptom… https://t.co/pK8Ph4tVxs,0
COVID,"Just a thought...
Does Trump own shares in the pharmaceutical companies that produce Plaquenil (hydroxychloroquine)?
#Corona #covid19",0
COVID,@DeAnna4Congress Would love to read the study that shows 75% of doctors agree that Hydroxychloroquine &amp; Zithromax a… https://t.co/W807lFKEl0,1
COVID,"Waiting for #CNN ""journalists"" to Hammer @NYGovCuomo about false hope of #Hydroxychloroquine 

They wont.

The… https://t.co/3cdTre9J6s",2
COVID,@JordanSchachtel @DevinNunes Pty. 04/06/20 (1109) Covid19 symptoms relief aproved medication Hydroxychloroquine wit… https://t.co/tlimjIgh8I,2
COVID,Hydroxychloroquine Maker Paid Michael Cohen for Trump Access | Law &amp; Crime https://t.co/0mfXHMsLrb,1
COVID,LA doctor seeing success with hydroxychloroquine to treat COVID-19 https://t.co/GflyaJFdu5 via @abc7,2
COVID,Hydroxychloroquine can shorten #time to recovery in #COVID-19: study https://t.co/LPi2kXNDYI,2
